id,line,time,source,dest,type
CR_0086,CR,4:12 am,Mumbai CSMT,Kasara,SLOW
CR_0087,CR,4:25 am,Mumbai CSMT,Khopoli,SLOW
CR_0088,CR,4:50 am,Mumbai CSMT,Karjat,SLOW
CR_0089,CR,5:02 am,Mumbai CSMT,Kasara,SLOW
CR_0090,CR,5:14 am,Mumbai CSMT,Asangaon,SLOW
CR_0091,CR,5:22 am,Mumbai CSMT,Karjat,SLOW
CR_0092,CR,5:26 am,Mumbai CSMT,Ambernath,SLOW
CR_0093,CR,5:30 am,Mumbai CSMT,Titwala,SLOW
CR_0094,CR,5:48 am,Mumbai CSMT,Ambernath,SLOW
CR_0095,CR,5:56 am,Mumbai CSMT,Titwala,SLOW
CR_0096,CR,6:04 am,Mumbai CSMT,Kalyan,SLOW
CR_0097,CR,6:06 am,Mumbai CSMT,Kalyan,FAST
CR_0098,CR,6:08 am,Mumbai CSMT,Asangaon,SLOW
CR_0099,CR,6:10 am,Mumbai CSMT,Karjat,FAST
CR_0100,CR,6:16 am,Mumbai CSMT,Ambernath,SLOW
CR_0101,CR,6:24 am,Mumbai CSMT,Kalyan,SLOW
CR_0102,CR,6:27 am,Mumbai CSMT,Badlapur,FAST
CR_0103,CR,6:32 am,Mumbai CSMT,Titwala,SLOW
CR_0104,CR,6:50 am,Mumbai CSMT,Karjat,FAST
CR_0105,CR,6:52 am,Mumbai CSMT,Ambernath,SLOW
CR_0106,CR,6:55 am,Mumbai CSMT,Kasara,FAST
CR_0107,CR,6:56 am,Mumbai CSMT,Titwala,SLOW
CR_0108,CR,7:00 am,Mumbai CSMT,Kalyan,SLOW
CR_0109,CR,7:05 am,Mumbai CSMT,Ambernath,FAST
CR_0110,CR,7:18 am,Mumbai CSMT,Asangaon,MEDIUM
CR_0111,CR,7:24 am,Mumbai CSMT,Kalyan,SLOW
CR_0112,CR,7:25 am,Mumbai CSMT,Badlapur,FAST
CR_0113,CR,7:29 am,Mumbai CSMT,Kalyan,FAST
CR_0114,CR,7:32 am,Mumbai CSMT,Kalyan,SLOW
CR_0115,CR,7:40 am,Mumbai CSMT,Asangaon,SLOW
CR_0116,CR,7:53 am,Mumbai CSMT,Khopoli,FAST
CR_0117,CR,7:57 am,Mumbai CSMT,Badlapur,FAST
CR_0118,CR,8:00 am,Mumbai CSMT,Kalyan,SLOW
CR_0119,CR,8:04 am,Mumbai CSMT,Kalyan,SLOW
CR_0120,CR,8:16 am,Mumbai CSMT,Kalyan,SLOW
CR_0121,CR,8:25 am,Mumbai CSMT,Kalyan,FAST
CR_0122,CR,8:29 am,Mumbai CSMT,Karjat,FAST
CR_0123,CR,8:36 am,Mumbai CSMT,Kasara,FAST
CR_0124,CR,8:37 am,Mumbai CSMT,Kalyan,SLOW
CR_0125,CR,8:50 am,Mumbai CSMT,Badlapur,FAST
CR_0126,CR,8:51 am,Mumbai CSMT,Kalyan,SLOW
CR_0127,CR,8:53 am,Mumbai CSMT,Ambernath,FAST
CR_0128,CR,9:00 am,Mumbai CSMT,Kalyan,MEDIUM
CR_0129,CR,9:08 am,Mumbai CSMT,Karjat,FAST
CR_0130,CR,9:12 am,Mumbai CSMT,Titwala,FAST
CR_0131,CR,9:15 am,Mumbai CSMT,Badlapur,FAST
CR_0132,CR,9:18 am,Mumbai CSMT,Titwala,MEDIUM
CR_0133,CR,9:22 am,Mumbai CSMT,Ambernath,FAST
CR_0134,CR,9:26 am,Mumbai CSMT,Asangaon,FAST
CR_0135,CR,9:30 am,Mumbai CSMT,Badlapur,FAST
CR_0136,CR,9:31 am,Mumbai CSMT,Kalyan,SLOW
CR_0137,CR,9:34 am,Mumbai CSMT,Titwala,MEDIUM
CR_0138,CR,9:37 am,Mumbai CSMT,Karjat,FAST
CR_0139,CR,9:41 am,Mumbai CSMT,Kasara,FAST
CR_0140,CR,9:43 am,Mumbai CSMT,Titwala,SLOW
CR_0141,CR,9:44 am,Mumbai CSMT,Badlapur,FAST
CR_0142,CR,9:53 am,Mumbai CSMT,Ambernath,FAST
CR_0143,CR,9:59 am,Mumbai CSMT,Ambernath,SLOW
CR_0144,CR,10:01 am,Mumbai CSMT,Kalyan,MEDIUM
CR_0145,CR,10:08 am,Mumbai CSMT,Badlapur,FAST
CR_0146,CR,10:11 am,Mumbai CSMT,Kalyan,SLOW
CR_0147,CR,10:12 am,Mumbai CSMT,Ambernath,FAST
CR_0148,CR,10:16 am,Mumbai CSMT,Kalyan,MEDIUM
CR_0149,CR,10:20 am,Mumbai CSMT,Kasara,FAST
CR_0150,CR,10:28 am,Mumbai CSMT,Badlapur,FAST
CR_0151,CR,10:37 am,Mumbai CSMT,Karjat,FAST
CR_0152,CR,10:40 am,Mumbai CSMT,Titwala,MEDIUM
CR_0153,CR,10:48 am,Mumbai CSMT,Badlapur,FAST
CR_0154,CR,10:53 am,Mumbai CSMT,Ambernath,FAST
CR_0155,CR,10:57 am,Mumbai CSMT,Titwala,MEDIUM
CR_0156,CR,11:00 am,Mumbai CSMT,Kalyan,SLOW
CR_0157,CR,11:08 am,Mumbai CSMT,Titwala,SLOW
CR_0158,CR,11:12 am,Mumbai CSMT,Kalyan,SLOW
CR_0159,CR,11:15 am,Mumbai CSMT,Karjat,FAST
CR_0160,CR,11:22 am,Mumbai CSMT,Ambernath,FAST
CR_0161,CR,11:33 am,Mumbai CSMT,Titwala,SLOW
CR_0162,CR,11:34 am,Mumbai CSMT,Kasara,MEDIUM
CR_0163,CR,11:43 am,Mumbai CSMT,Kalyan,MEDIUM
CR_0164,CR,11:46 am,Mumbai CSMT,Ambernath,SLOW
CR_0165,CR,11:50 am,Mumbai CSMT,Badlapur,FAST
CR_0166,CR,11:50 am,Mumbai CSMT,Kalyan,SLOW
CR_0167,CR,12:00 pm,Mumbai CSMT,Titwala,SLOW
CR_0168,CR,12:04 pm,Mumbai CSMT,Ambernath,SLOW
CR_0169,CR,12:08 pm,Mumbai CSMT,Kalyan,SLOW
CR_0170,CR,12:19 pm,Mumbai CSMT,Kalyan,SLOW
CR_0171,CR,12:22 pm,Mumbai CSMT,Khopoli,FAST
CR_0172,CR,12:27 pm,Mumbai CSMT,Kalyan,SLOW
CR_0173,CR,12:28 pm,Mumbai CSMT,Kasara,MEDIUM
CR_0174,CR,12:31 pm,Mumbai CSMT,Kalyan,SLOW
CR_0175,CR,12:35 pm,Mumbai CSMT,Ambernath,SLOW
CR_0176,CR,12:43 pm,Mumbai CSMT,Titwala,SLOW
CR_0177,CR,12:55 pm,Mumbai CSMT,Kalyan,FAST
CR_0178,CR,12:55 pm,Mumbai CSMT,Ambernath,SLOW
CR_0179,CR,12:59 pm,Mumbai CSMT,Kalyan,SLOW
CR_0180,CR,1:03 pm,Mumbai CSMT,Kalyan,SLOW
CR_0181,CR,1:05 pm,Mumbai CSMT,Asangaon,MEDIUM
CR_0182,CR,1:13 pm,Mumbai CSMT,Titwala,SLOW
CR_0183,CR,1:15 pm,Mumbai CSMT,Karjat,FAST
CR_0184,CR,1:17 pm,Mumbai CSMT,Ambernath,SLOW
CR_0185,CR,1:21 pm,Mumbai CSMT,Kalyan,SLOW
CR_0186,CR,1:25 pm,Mumbai CSMT,Badlapur,SLOW
CR_0187,CR,1:29 pm,Mumbai CSMT,Kalyan,SLOW
CR_0188,CR,1:34 pm,Mumbai CSMT,Asangaon,SLOW
CR_0189,CR,1:40 pm,Mumbai CSMT,Karjat,FAST
CR_0190,CR,1:42 pm,Mumbai CSMT,Titwala,SLOW
CR_0191,CR,1:46 pm,Mumbai CSMT,Kalyan,SLOW
CR_0192,CR,1:51 pm,Mumbai CSMT,Ambernath,SLOW
CR_0193,CR,2:08 pm,Mumbai CSMT,Badlapur,FAST
CR_0194,CR,2:08 pm,Mumbai CSMT,Titwala,SLOW
CR_0195,CR,2:12 pm,Mumbai CSMT,Kalyan,SLOW
CR_0196,CR,2:16 pm,Mumbai CSMT,Badlapur,SLOW
CR_0197,CR,2:24 pm,Mumbai CSMT,Kalyan,SLOW
CR_0198,CR,2:25 pm,Mumbai CSMT,Kasara,FAST
CR_0199,CR,2:36 pm,Mumbai CSMT,Ambernath,SLOW
CR_0200,CR,2:40 pm,Mumbai CSMT,Kalyan,SLOW
CR_0201,CR,2:42 pm,Mumbai CSMT,Asangaon,MEDIUM
CR_0202,CR,2:48 pm,Mumbai CSMT,Titwala,SLOW
CR_0203,CR,2:52 pm,Mumbai CSMT,Ambernath,SLOW
CR_0204,CR,2:54 pm,Mumbai CSMT,Karjat,FAST
CR_0205,CR,2:57 pm,Mumbai CSMT,Kalyan,SLOW
CR_0206,CR,3:02 pm,Mumbai CSMT,Asangaon,SLOW
CR_0207,CR,3:17 pm,Mumbai CSMT,Kalyan,FAST
CR_0208,CR,3:20 pm,Mumbai CSMT,Titwala,SLOW
CR_0209,CR,3:24 pm,Mumbai CSMT,Kalyan,SLOW
CR_0210,CR,3:29 pm,Mumbai CSMT,Khopoli,FAST
CR_0211,CR,3:34 pm,Mumbai CSMT,Titwala,SLOW
CR_0212,CR,3:40 pm,Mumbai CSMT,Kasara,MEDIUM
CR_0213,CR,3:44 pm,Mumbai CSMT,Kalyan,SLOW
CR_0214,CR,3:52 pm,Mumbai CSMT,Kalyan,SLOW
CR_0215,CR,3:53 pm,Mumbai CSMT,Badlapur,FAST
CR_0216,CR,3:58 pm,Mumbai CSMT,Kalyan,SLOW
CR_0217,CR,4:03 pm,Mumbai CSMT,Ambernath,FAST
CR_0218,CR,4:14 pm,Mumbai CSMT,Ambernath,SLOW
CR_0219,CR,4:17 pm,Mumbai CSMT,Asangaon,MEDIUM
CR_0220,CR,4:23 pm,Mumbai CSMT,Titwala,SLOW
CR_0221,CR,4:30 pm,Mumbai CSMT,Karjat,FAST
CR_0222,CR,4:45 pm,Mumbai CSMT,Badlapur,FAST
CR_0223,CR,4:48 pm,Mumbai CSMT,Kalyan,SLOW
CR_0224,CR,4:52 pm,Mumbai CSMT,Kasara,MEDIUM
CR_0225,CR,5:00 pm,Mumbai CSMT,Ambernath,MEDIUM
CR_0226,CR,5:00 pm,Mumbai CSMT,Kalyan,SLOW
CR_0227,CR,5:12 pm,Mumbai CSMT,Kalyan,SLOW
CR_0228,CR,5:18 pm,Mumbai CSMT,Asangaon,FAST
CR_0229,CR,5:22 pm,Mumbai CSMT,Kalyan,MEDIUM
CR_0230,CR,5:25 pm,Mumbai CSMT,Badlapur,FAST
CR_0231,CR,5:29 pm,Mumbai CSMT,Titwala,FAST
CR_0232,CR,5:33 pm,Mumbai CSMT,Khopoli,FAST
CR_0233,CR,5:36 pm,Mumbai CSMT,Kalyan,SLOW
CR_0234,CR,5:41 pm,Mumbai CSMT,Asangaon,FAST
CR_0235,CR,5:44 pm,Mumbai CSMT,Ambernath,FAST
CR_0236,CR,5:56 pm,Mumbai CSMT,Badlapur,FAST
CR_0237,CR,5:59 pm,Mumbai CSMT,Titwala,FAST
CR_0238,CR,6:03 pm,Mumbai CSMT,Kalyan,MEDIUM
CR_0239,CR,6:06 pm,Mumbai CSMT,Ambernath,FAST
CR_0240,CR,6:08 pm,Mumbai CSMT,Kalyan,SLOW
CR_0241,CR,6:18 pm,Mumbai CSMT,Kalyan,SLOW
CR_0242,CR,6:21 pm,Mumbai CSMT,Karjat,FAST
CR_0243,CR,6:25 pm,Mumbai CSMT,Kasara,FAST
CR_0244,CR,6:29 pm,Mumbai CSMT,Kalyan,MEDIUM
CR_0245,CR,6:32 pm,Mumbai CSMT,Ambernath,FAST
CR_0246,CR,6:38 pm,Mumbai CSMT,Titwala,SLOW
CR_0247,CR,6:40 pm,Mumbai CSMT,Asangaon,FAST
CR_0248,CR,6:44 pm,Mumbai CSMT,Badlapur,FAST
CR_0249,CR,6:47 pm,Mumbai CSMT,Titwala,FAST
CR_0250,CR,6:53 pm,Mumbai CSMT,Ambernath,FAST
CR_0251,CR,6:57 pm,Mumbai CSMT,Kalyan,MEDIUM
CR_0252,CR,7:01 pm,Mumbai CSMT,Karjat,FAST
CR_0253,CR,7:01 pm,Mumbai CSMT,Kalyan,SLOW
CR_0254,CR,7:14 pm,Mumbai CSMT,Kalyan,SLOW
CR_0255,CR,7:17 pm,Mumbai CSMT,Badlapur,FAST
CR_0256,CR,7:18 pm,Mumbai CSMT,Kalyan,SLOW
CR_0257,CR,7:21 pm,Mumbai CSMT,Kasara,FAST
CR_0258,CR,7:24 pm,Mumbai CSMT,Badlapur,FAST
CR_0259,CR,7:30 pm,Mumbai CSMT,Titwala,FAST
CR_0260,CR,7:31 pm,Mumbai CSMT,Badlapur,SLOW
CR_0261,CR,7:33 pm,Mumbai CSMT,Kalyan,FAST
CR_0262,CR,7:43 pm,Mumbai CSMT,Kalyan,SLOW
CR_0263,CR,7:47 pm,Mumbai CSMT,Ambernath,FAST
CR_0264,CR,7:51 pm,Mumbai CSMT,Titwala,FAST
CR_0265,CR,7:55 pm,Mumbai CSMT,Badlapur,SLOW
CR_0266,CR,7:55 pm,Mumbai CSMT,Karjat,FAST
CR_0267,CR,8:00 pm,Mumbai CSMT,Asangaon,MEDIUM
CR_0268,CR,8:05 pm,Mumbai CSMT,Titwala,SLOW
CR_0269,CR,8:13 pm,Mumbai CSMT,Ambernath,SLOW
CR_0270,CR,8:33 pm,Mumbai CSMT,Titwala,SLOW
CR_0271,CR,8:41 pm,Mumbai CSMT,Ambernath,SLOW
CR_0272,CR,8:44 pm,Mumbai CSMT,Kalyan,MEDIUM
CR_0273,CR,8:48 pm,Mumbai CSMT,Khopoli,FAST
CR_0274,CR,8:52 pm,Mumbai CSMT,Kasara,FAST
CR_0275,CR,8:53 pm,Mumbai CSMT,Kalyan,SLOW
CR_0276,CR,8:57 pm,Mumbai CSMT,Titwala,SLOW
CR_0277,CR,9:09 pm,Mumbai CSMT,Badlapur,SLOW
CR_0278,CR,9:22 pm,Mumbai CSMT,Asangaon,SLOW
CR_0279,CR,9:26 pm,Mumbai CSMT,Karjat,FAST
CR_0280,CR,9:30 pm,Mumbai CSMT,Badlapur,SLOW
CR_0281,CR,9:38 pm,Mumbai CSMT,Titwala,SLOW
CR_0282,CR,9:41 pm,Mumbai CSMT,Kalyan,MEDIUM
CR_0283,CR,9:42 pm,Mumbai CSMT,Ambernath,SLOW
CR_0284,CR,9:50 pm,Mumbai CSMT,Badlapur,SLOW
CR_0285,CR,9:54 pm,Mumbai CSMT,Kalyan,FAST
CR_0286,CR,9:54 pm,Mumbai CSMT,Titwala,SLOW
CR_0287,CR,9:58 pm,Mumbai CSMT,Kalyan,SLOW
CR_0288,CR,10:04 pm,Mumbai CSMT,Khopoli,FAST
CR_0289,CR,10:06 pm,Mumbai CSMT,Kalyan,SLOW
CR_0290,CR,10:16 pm,Mumbai CSMT,Kalyan,SLOW
CR_0291,CR,10:20 pm,Mumbai CSMT,Titwala,SLOW
CR_0292,CR,10:24 pm,Mumbai CSMT,Kalyan,SLOW
CR_0293,CR,10:29 pm,Mumbai CSMT,Badlapur,FAST
CR_0294,CR,10:31 pm,Mumbai CSMT,Karjat,SLOW
CR_0295,CR,10:43 pm,Mumbai CSMT,Badlapur,SLOW
CR_0296,CR,10:50 pm,Mumbai CSMT,Kasara,MEDIUM
CR_0297,CR,10:51 pm,Mumbai CSMT,Titwala,SLOW
CR_0298,CR,11:05 pm,Mumbai CSMT,Ambernath,SLOW
CR_0299,CR,11:18 pm,Mumbai CSMT,Karjat,FAST
CR_0300,CR,11:20 pm,Mumbai CSMT,Titwala,SLOW
CR_0301,CR,11:30 pm,Mumbai CSMT,Karjat,SLOW
CR_0302,CR,11:46 pm,Mumbai CSMT,Titwala,SLOW
CR_0303,CR,11:52 pm,Mumbai CSMT,Ambernath,SLOW
CR_0304,CR,4:17 am,Titwala,Mumbai Cst,SLOW
CR_0305,CR,4:24 am,Ambernath,Mumbai Cst,SLOW
CR_0306,CR,4:33 am,Karjat,Mumbai Cst,SLOW
CR_0307,CR,4:41 am,Kalyan,Mumbai Cst,SLOW
CR_0308,CR,4:53 am,Titwala,Mumbai Cst,SLOW
CR_0309,CR,5:05 am,Ambernath,Mumbai Cst,SLOW
CR_0310,CR,5:19 am,Ambernath,Mumbai Cst,SLOW
CR_0311,CR,5:23 am,Karjat,Mumbai Cst,SLOW
CR_0312,CR,5:33 am,Kasara,Mumbai Cst,SLOW
CR_0313,CR,5:39 am,Karjat,Mumbai Cst,FAST
CR_0314,CR,5:44 am,Kalyan,Mumbai Cst,SLOW
CR_0315,CR,5:53 am,Titwala,Mumbai Cst,SLOW
CR_0316,CR,6:00 am,Badlapur,Mumbai Cst,SLOW
CR_0317,CR,6:04 am,Kalyan,Mumbai Cst,SLOW
CR_0318,CR,6:09 am,Asangaon,Mumbai Cst,SLOW
CR_0319,CR,6:11 am,Karjat,Mumbai Cst,FAST
CR_0320,CR,6:13 am,Kalyan,Mumbai Cst,SLOW
CR_0321,CR,6:23 am,Ambernath,Mumbai Cst,SLOW
CR_0322,CR,6:29 am,Titwala,Mumbai Cst,SLOW
CR_0323,CR,6:32 am,Badlapur,Mumbai Cst,SLOW
CR_0324,CR,6:44 am,Karjat,Mumbai Cst,FAST
CR_0325,CR,6:45 am,Asangaon,Mumbai Cst,SLOW
CR_0326,CR,6:48 am,Kalyan,Mumbai Cst,SLOW
CR_0327,CR,7:02 am,Titwala,Mumbai Cst,SLOW
CR_0328,CR,7:05 am,Badlapur,Mumbai Cst,SLOW
CR_0329,CR,7:13 am,Kalyan,Mumbai Cst,SLOW
CR_0330,CR,7:14 am,Kalyan,Mumbai Cst,FAST
CR_0331,CR,7:17 am,Kalyan,Mumbai Cst,SLOW
CR_0332,CR,7:19 am,Badlapur,Mumbai Cst,FAST
CR_0333,CR,7:22 am,Kasara,Mumbai Cst,FAST
CR_0334,CR,7:25 am,Karjat,Mumbai Cst,FAST
CR_0335,CR,7:30 am,Ambernath,Mumbai Cst,FAST
CR_0336,CR,7:34 am,Khopoli,Mumbai Cst,FAST
CR_0337,CR,7:35 am,Kalyan,Mumbai Cst,SLOW
CR_0338,CR,7:40 am,Titwala,Mumbai Cst,FAST
CR_0339,CR,7:44 am,Asangaon,Mumbai Cst,SLOW
CR_0340,CR,7:47 am,Kalyan,Mumbai Cst,MEDIUM
CR_0341,CR,7:49 am,Ambernath,Mumbai Cst,FAST
CR_0342,CR,7:51 am,Kalyan,Mumbai Cst,SLOW
CR_0343,CR,7:53 am,Karjat,Mumbai Cst,FAST
CR_0344,CR,7:56 am,Kasara,Mumbai Cst,FAST
CR_0345,CR,7:58 am,Kalyan,Mumbai Cst,SLOW
CR_0346,CR,8:02 am,Kalyan,Mumbai Cst,SLOW
CR_0347,CR,8:04 am,Ambernath,Mumbai Cst,FAST
CR_0348,CR,8:10 am,Karjat,Mumbai Cst,FAST
CR_0349,CR,8:11 am,Titwala,Mumbai Cst,SLOW
CR_0350,CR,8:14 am,Asangaon,Mumbai Cst,FAST
CR_0351,CR,8:15 am,Kalyan,Mumbai Cst,MEDIUM
CR_0352,CR,8:24 am,Ambernath,Mumbai Cst,FAST
CR_0353,CR,8:31 am,Badlapur,Mumbai Cst,FAST
CR_0354,CR,8:34 am,Kasara,Mumbai Cst,FAST
CR_0355,CR,8:37 am,Kalyan,Mumbai Cst,FAST
CR_0356,CR,8:41 am,Ambernath,Mumbai Cst,FAST
CR_0357,CR,8:41 am,Kalyan,Mumbai Cst,MEDIUM
CR_0358,CR,8:46 am,Karjat,Mumbai Cst,FAST
CR_0359,CR,8:47 am,Titwala,Mumbai Cst,SLOW
CR_0360,CR,8:53 am,Kalyan,Mumbai Cst,MEDIUM
CR_0361,CR,8:58 am,Ambernath,Mumbai Cst,FAST
CR_0362,CR,9:01 am,Kalyan,Mumbai Cst,MEDIUM
CR_0363,CR,9:08 am,Asangaon,Mumbai Cst,FAST
CR_0364,CR,9:12 am,Badlapur,Mumbai Cst,SLOW
CR_0365,CR,9:18 am,Karjat,Mumbai Cst,FAST
CR_0366,CR,9:20 am,Titwala,Mumbai Cst,MEDIUM
CR_0367,CR,9:27 am,Kalyan,Mumbai Cst,SLOW
CR_0368,CR,9:32 am,Kasara,Mumbai Cst,MEDIUM
CR_0369,CR,9:36 am,Kalyan,Mumbai Cst,SLOW
CR_0370,CR,9:45 am,Kalyan,Mumbai Cst,FAST
CR_0371,CR,9:50 am,Badlapur,Mumbai Cst,FAST
CR_0372,CR,9:51 am,Asangaon,Mumbai Cst,SLOW
CR_0373,CR,9:57 am,Ambernath,Mumbai Cst,FAST
CR_0374,CR,9:59 am,Kalyan,Mumbai Cst,SLOW
CR_0375,CR,10:01 am,Karjat,Mumbai Cst,FAST
CR_0376,CR,10:10 am,Kalyan,Mumbai Cst,SLOW
CR_0377,CR,10:18 am,Kalyan,Mumbai Cst,SLOW
CR_0378,CR,10:27 am,Kalyan,Mumbai Cst,SLOW
CR_0379,CR,10:28 am,Ambernath,Mumbai Cst,FAST
CR_0380,CR,10:37 am,Asangaon,Mumbai Cst,SLOW
CR_0381,CR,10:38 am,Khopoli,Mumbai Cst,FAST
CR_0382,CR,10:47 am,Badlapur,Mumbai Cst,SLOW
CR_0383,CR,10:59 am,Kalyan,Mumbai Cst,SLOW
CR_0384,CR,11:00 am,Titwala,Mumbai Cst,FAST
CR_0385,CR,11:03 am,Badlapur,Mumbai Cst,SLOW
CR_0386,CR,11:12 am,Ambernath,Mumbai Cst,SLOW
CR_0387,CR,11:16 am,Titwala,Mumbai Cst,SLOW
CR_0388,CR,11:18 am,Badlapur,Mumbai Cst,SLOW
CR_0389,CR,11:22 am,Kasara,Mumbai Cst,FAST
CR_0390,CR,11:23 am,Kalyan,Mumbai Cst,SLOW
CR_0391,CR,11:32 am,Titwala,Mumbai Cst,SLOW
CR_0392,CR,11:34 am,Ambernath,Mumbai Cst,SLOW
CR_0393,CR,11:42 am,Badlapur,Mumbai Cst,SLOW
CR_0394,CR,11:44 am,Kalyan,Mumbai Cst,FAST
CR_0395,CR,11:47 am,Kalyan,Mumbai Cst,SLOW
CR_0396,CR,11:49 am,Ambernath,Mumbai Cst,FAST
CR_0397,CR,11:52 am,Asangaon,Mumbai Cst,SLOW
CR_0398,CR,12:01 pm,Badlapur,Mumbai Cst,SLOW
CR_0399,CR,12:05 pm,Kalyan,Mumbai Cst,SLOW
CR_0400,CR,12:10 pm,Karjat,Mumbai Cst,FAST
CR_0401,CR,12:11 pm,Titwala,Mumbai Cst,SLOW
CR_0402,CR,12:16 pm,Ambernath,Mumbai Cst,SLOW
CR_0403,CR,12:21 pm,Badlapur,Mumbai Cst,SLOW
CR_0404,CR,12:24 pm,Kasara,Mumbai Cst,FAST
