id,line,time,source,dest,type
CR_0405,CR,12:32 pm,Ambernath,Mumbai Cst,SLOW
CR_0406,CR,12:37 pm,Titwala,Mumbai Cst,SLOW
CR_0407,CR,12:40 pm,Kalyan,Mumbai Cst,SLOW
CR_0408,CR,12:44 pm,Badlapur,Mumbai Cst,SLOW
CR_0409,CR,12:48 pm,Kalyan,Mumbai Cst,SLOW
CR_0410,CR,12:53 pm,Karjat,Mumbai Cst,FAST
CR_0411,CR,1:01 pm,Titwala,Mumbai Cst,SLOW
CR_0412,CR,1:05 pm,Ambernath,Mumbai Cst,SLOW
CR_0413,CR,1:08 pm,Kalyan,Mumbai Cst,SLOW
CR_0414,CR,1:17 pm,Titwala,Mumbai Cst,SLOW
CR_0415,CR,1:24 pm,Kalyan,Mumbai Cst,SLOW
CR_0416,CR,1:34 pm,Kasara,Mumbai Cst,MEDIUM
CR_0417,CR,1:40 pm,Titwala,Mumbai Cst,SLOW
CR_0418,CR,1:42 pm,Badlapur,Mumbai Cst,FAST
CR_0419,CR,1:43 pm,Kalyan,Mumbai Cst,SLOW
CR_0420,CR,1:48 pm,Ambernath,Mumbai Cst,SLOW
CR_0421,CR,1:52 pm,Karjat,Mumbai Cst,FAST
CR_0422,CR,1:56 pm,Kalyan,Mumbai Cst,SLOW
CR_0423,CR,2:04 pm,Kalyan,Mumbai Cst,SLOW
CR_0424,CR,2:10 pm,Kalyan,Mumbai Cst,FAST
CR_0425,CR,2:12 pm,Titwala,Mumbai Cst,SLOW
CR_0426,CR,2:15 pm,Ambernath,Mumbai Cst,SLOW
CR_0427,CR,2:25 pm,Kalyan,Mumbai Cst,SLOW
CR_0428,CR,2:31 pm,Badlapur,Mumbai Cst,FAST
CR_0429,CR,2:33 pm,Kalyan,Mumbai Cst,SLOW
CR_0430,CR,2:37 pm,Ambernath,Mumbai Cst,SLOW
CR_0431,CR,2:41 pm,Kalyan,Mumbai Cst,SLOW
CR_0432,CR,2:44 pm,Kasara,Mumbai Cst,FAST
CR_0433,CR,2:48 pm,Karjat,Mumbai Cst,FAST
CR_0434,CR,2:55 pm,Kalyan,Mumbai Cst,SLOW
CR_0435,CR,2:58 pm,Ambernath,Mumbai Cst,FAST
CR_0436,CR,3:04 pm,Titwala,Mumbai Cst,SLOW
CR_0437,CR,3:07 pm,Kalyan,Mumbai Cst,SLOW
CR_0438,CR,3:08 pm,Khopoli,Mumbai Cst,FAST
CR_0439,CR,3:21 pm,Titwala,Mumbai Cst,SLOW
CR_0440,CR,3:30 pm,Kalyan,Mumbai Cst,SLOW
CR_0441,CR,3:36 pm,Asangaon,Mumbai Cst,MEDIUM
CR_0442,CR,3:40 pm,Kalyan,Mumbai Cst,SLOW
CR_0443,CR,3:43 pm,Badlapur,Mumbai Cst,FAST
CR_0444,CR,3:53 pm,Kasara,Mumbai Cst,FAST
CR_0445,CR,3:57 pm,Titwala,Mumbai Cst,SLOW
CR_0446,CR,3:58 pm,Ambernath,Mumbai Cst,FAST
CR_0447,CR,4:10 pm,Karjat,Mumbai Cst,FAST
CR_0448,CR,4:14 pm,Titwala,Mumbai Cst,MEDIUM
CR_0449,CR,4:17 pm,Badlapur,Mumbai Cst,FAST
CR_0450,CR,4:17 pm,Kalyan,Mumbai Cst,MEDIUM
CR_0451,CR,4:20 pm,Asangaon,Mumbai Cst,FAST
CR_0452,CR,4:30 pm,Kalyan,Mumbai Cst,SLOW
CR_0453,CR,4:37 pm,Ambernath,Mumbai Cst,FAST
CR_0454,CR,4:41 pm,Badlapur,Mumbai Cst,FAST
CR_0455,CR,4:46 pm,Kalyan,Mumbai Cst,SLOW
CR_0456,CR,4:49 pm,Kasara,Mumbai Cst,FAST
CR_0457,CR,4:58 pm,Ambernath,Mumbai Cst,FAST
CR_0458,CR,4:58 pm,Kalyan,Mumbai Cst,MEDIUM
CR_0459,CR,5:02 pm,Karjat,Mumbai Cst,FAST
CR_0460,CR,5:04 pm,Titwala,Mumbai Cst,MEDIUM
CR_0461,CR,5:14 pm,Kalyan,Mumbai Cst,SLOW
CR_0462,CR,5:19 pm,Kalyan,Mumbai Cst,MEDIUM
CR_0463,CR,5:20 pm,Asangaon,Mumbai Cst,FAST
CR_0464,CR,5:24 pm,Badlapur,Mumbai Cst,FAST
CR_0465,CR,5:27 pm,Titwala,Mumbai Cst,MEDIUM
CR_0466,CR,5:33 pm,Kalyan,Mumbai Cst,SLOW
CR_0467,CR,5:37 pm,Kasara,Mumbai Cst,FAST
CR_0468,CR,5:41 pm,Ambernath,Mumbai Cst,FAST
CR_0469,CR,5:43 pm,Kalyan,Mumbai Cst,MEDIUM
CR_0470,CR,5:45 pm,Khopoli,Mumbai Cst,FAST
CR_0471,CR,5:48 pm,Titwala,Mumbai Cst,MEDIUM
CR_0472,CR,5:51 pm,Badlapur,Mumbai Cst,FAST
CR_0473,CR,5:59 pm,Kalyan,Mumbai Cst,SLOW
CR_0474,CR,6:04 pm,Asangaon,Mumbai Cst,MEDIUM
CR_0475,CR,6:11 pm,Karjat,Mumbai Cst,FAST
CR_0476,CR,6:19 pm,Ambernath,Mumbai Cst,FAST
CR_0477,CR,6:23 pm,Kalyan,Mumbai Cst,FAST
CR_0478,CR,6:32 pm,Kalyan,Mumbai Cst,SLOW
CR_0479,CR,6:35 pm,Badlapur,Mumbai Cst,FAST
CR_0480,CR,6:38 pm,Titwala,Mumbai Cst,FAST
CR_0481,CR,6:41 pm,Kalyan,Mumbai Cst,MEDIUM
CR_0482,CR,6:45 pm,Kalyan,Mumbai Cst,SLOW
CR_0483,CR,6:51 pm,Asangaon,Mumbai Cst,SLOW
CR_0484,CR,7:08 pm,Kalyan,Mumbai Cst,SLOW
CR_0485,CR,7:15 pm,Badlapur,Mumbai Cst,FAST
CR_0486,CR,7:20 pm,Khopoli,Mumbai Cst,FAST
CR_0487,CR,7:24 pm,Kalyan,Mumbai Cst,SLOW
CR_0488,CR,7:26 pm,Ambernath,Mumbai Cst,FAST
CR_0489,CR,7:30 pm,Kasara,Mumbai Cst,FAST
CR_0490,CR,7:33 pm,Karjat,Mumbai Cst,FAST
CR_0491,CR,7:42 pm,Kalyan,Mumbai Cst,SLOW
CR_0492,CR,7:47 pm,Asangaon,Mumbai Cst,FAST
CR_0493,CR,7:52 pm,Ambernath,Mumbai Cst,SLOW
CR_0494,CR,7:56 pm,Badlapur,Mumbai Cst,SLOW
CR_0495,CR,8:04 pm,Titwala,Mumbai Cst,SLOW
CR_0496,CR,8:12 pm,Kalyan,Mumbai Cst,SLOW
CR_0497,CR,8:18 pm,Asangaon,Mumbai Cst,SLOW
CR_0498,CR,8:19 pm,Ambernath,Mumbai Cst,FAST
CR_0499,CR,8:24 pm,Badlapur,Mumbai Cst,SLOW
CR_0500,CR,8:34 pm,Titwala,Mumbai Cst,SLOW
CR_0501,CR,8:37 pm,Karjat,Mumbai Cst,FAST
CR_0502,CR,8:41 pm,Kalyan,Mumbai Cst,FAST
CR_0503,CR,8:42 pm,Ambernath,Mumbai Cst,SLOW
CR_0504,CR,8:51 pm,Kalyan,Mumbai Cst,SLOW
CR_0505,CR,8:55 pm,Titwala,Mumbai Cst,SLOW
CR_0506,CR,9:04 pm,Ambernath,Mumbai Cst,FAST
CR_0507,CR,9:04 pm,Kalyan,Mumbai Cst,SLOW
CR_0508,CR,9:08 pm,Badlapur,Mumbai Cst,FAST
CR_0509,CR,9:11 pm,Asangaon,Mumbai Cst,FAST
CR_0510,CR,9:16 pm,Titwala,Mumbai Cst,SLOW
CR_0511,CR,9:20 pm,Badlapur,Mumbai Cst,FAST
CR_0512,CR,9:20 pm,Kalyan,Mumbai Cst,SLOW
CR_0513,CR,9:26 pm,Kasara,Mumbai Cst,FAST
CR_0514,CR,9:29 pm,Ambernath,Mumbai Cst,SLOW
CR_0515,CR,9:32 pm,Karjat,Mumbai Cst,FAST
CR_0516,CR,9:40 pm,Titwala,Mumbai Cst,SLOW
CR_0517,CR,9:46 pm,Ambernath,Mumbai Cst,SLOW
CR_0518,CR,9:57 pm,Badlapur,Mumbai Cst,SLOW
CR_0519,CR,10:06 pm,Karjat,Mumbai Cst,FAST
CR_0520,CR,10:06 pm,Kalyan,Mumbai Cst,SLOW
CR_0521,CR,10:14 pm,Ambernath,Mumbai Cst,SLOW
CR_0522,CR,10:18 pm,Badlapur,Mumbai Cst,SLOW
CR_0523,CR,10:22 pm,Titwala,Mumbai Cst,SLOW
CR_0524,CR,10:32 pm,Kasara,Mumbai Cst,FAST
CR_0525,CR,10:34 pm,Karjat,Mumbai Cst,SLOW
CR_0526,CR,10:51 pm,Asangaon,Mumbai Cst,SLOW
CR_0527,CR,10:58 pm,Karjat,Mumbai Cst,SLOW
CR_0528,CR,11:05 pm,Kalyan,Mumbai Cst,FAST
CR_0529,CR,11:32 pm,Khopoli,Mumbai Cst,SLOW
CR_0530,CR,11:48 pm,Kasara,Mumbai Cst,SLOW
CR_0531,CR,6:20 am,Mumbai CSMT,Dombivili,SLOW
CR_0532,CR,6:36 am,Mumbai CSMT,Dombivili,SLOW
CR_0533,CR,6:44 am,Mumbai CSMT,Thane,SLOW
CR_0534,CR,6:48 am,Mumbai CSMT,Thane,SLOW
CR_0535,CR,7:08 am,Mumbai CSMT,Dombivili,SLOW
CR_0536,CR,7:12 am,Mumbai CSMT,Thane,SLOW
CR_0537,CR,7:20 am,Mumbai CSMT,Thane,SLOW
CR_0538,CR,7:36 am,Mumbai CSMT,Dombivili,SLOW
CR_0539,CR,7:45 am,Mumbai CSMT,Thane,SLOW
CR_0540,CR,7:56 am,Mumbai CSMT,Thane,SLOW
CR_0541,CR,8:08 am,Mumbai CSMT,Thane,SLOW
CR_0542,CR,8:12 am,Mumbai CSMT,Thane,SLOW
CR_0543,CR,8:20 am,Mumbai CSMT,Thane,SLOW
CR_0544,CR,8:28 am,Mumbai CSMT,Dombivili,SLOW
CR_0545,CR,8:32 am,Mumbai CSMT,Thane,FAST
CR_0546,CR,8:33 am,Mumbai CSMT,Thane,SLOW
CR_0547,CR,8:47 am,Mumbai CSMT,Thane,SLOW
CR_0548,CR,8:56 am,Mumbai CSMT,Thane,FAST
CR_0549,CR,8:58 am,Mumbai CSMT,Thane,SLOW
CR_0550,CR,9:03 am,Mumbai CSMT,Thane,SLOW
CR_0551,CR,9:04 am,Mumbai CSMT,Thane,FAST
CR_0552,CR,9:15 am,Mumbai CSMT,Dombivili,SLOW
CR_0553,CR,9:19 am,Mumbai CSMT,Thane,SLOW
CR_0554,CR,9:27 am,Mumbai CSMT,Thane,SLOW
CR_0555,CR,9:35 am,Mumbai CSMT,Dombivili,SLOW
CR_0556,CR,9:39 am,Mumbai CSMT,Thane,SLOW
CR_0557,CR,9:47 am,Mumbai CSMT,Thane,SLOW
CR_0558,CR,9:48 am,Mumbai CSMT,Thane,FAST
CR_0559,CR,10:03 am,Mumbai CSMT,Thane,SLOW
CR_0560,CR,10:14 am,Mumbai CSMT,Thane,SLOW
CR_0561,CR,10:18 am,Mumbai CSMT,Dombivili,SLOW
CR_0562,CR,10:22 am,Mumbai CSMT,Thane,SLOW
CR_0563,CR,10:29 am,Mumbai CSMT,Thane,SLOW
CR_0564,CR,10:38 am,Mumbai CSMT,Dombivili,SLOW
CR_0565,CR,10:48 am,Mumbai CSMT,Thane,SLOW
CR_0566,CR,10:52 am,Mumbai CSMT,Thane,SLOW
CR_0567,CR,11:04 am,Mumbai CSMT,Thane,SLOW
CR_0568,CR,11:16 am,Mumbai CSMT,Thane,SLOW
CR_0569,CR,11:24 am,Mumbai CSMT,Dombivili,SLOW
CR_0570,CR,11:28 am,Mumbai CSMT,Thane,SLOW
CR_0571,CR,11:38 am,Mumbai CSMT,Thane,SLOW
CR_0572,CR,11:42 am,Mumbai CSMT,Thane,SLOW
CR_0573,CR,11:54 am,Mumbai CSMT,Thane,SLOW
CR_0574,CR,12:23 pm,Mumbai CSMT,Thane,SLOW
CR_0575,CR,12:39 pm,Mumbai CSMT,Dombivili,SLOW
CR_0576,CR,12:51 pm,Mumbai CSMT,Thane,SLOW
CR_0577,CR,1:07 pm,Mumbai CSMT,Thane,SLOW
CR_0578,CR,1:38 pm,Mumbai CSMT,Thane,SLOW
CR_0579,CR,1:56 pm,Mumbai CSMT,Dombivili,SLOW
CR_0580,CR,2:00 pm,Mumbai CSMT,Thane,SLOW
CR_0581,CR,2:20 pm,Mumbai CSMT,Thane,SLOW
CR_0582,CR,2:32 pm,Mumbai CSMT,Thane,SLOW
CR_0583,CR,3:11 pm,Mumbai CSMT,Dombivili,SLOW
CR_0584,CR,3:30 pm,Mumbai CSMT,Dombivili,SLOW
CR_0585,CR,3:38 pm,Mumbai CSMT,Thane,SLOW
CR_0586,CR,3:48 pm,Mumbai CSMT,Dombivili,SLOW
CR_0587,CR,4:06 pm,Mumbai CSMT,Dombivili,SLOW
CR_0588,CR,4:10 pm,Mumbai CSMT,Thane,SLOW
CR_0589,CR,4:18 pm,Mumbai CSMT,Thane,SLOW
CR_0590,CR,4:31 pm,Mumbai CSMT,Thane,SLOW
CR_0591,CR,4:35 pm,Mumbai CSMT,Dombivili,SLOW
CR_0592,CR,4:44 pm,Mumbai CSMT,Thane,SLOW
CR_0593,CR,4:56 pm,Mumbai CSMT,Thane,SLOW
CR_0594,CR,5:04 pm,Mumbai CSMT,Thane,SLOW
CR_0595,CR,5:08 pm,Mumbai CSMT,Thane,SLOW
CR_0596,CR,5:16 pm,Mumbai CSMT,Thane,SLOW
CR_0597,CR,5:24 pm,Mumbai CSMT,Thane,SLOW
CR_0598,CR,5:32 pm,Mumbai CSMT,Thane,SLOW
CR_0599,CR,5:37 pm,Mumbai CSMT,Dombivili,MEDIUM
CR_0600,CR,5:44 pm,Mumbai CSMT,Thane,SLOW
CR_0601,CR,5:51 pm,Mumbai CSMT,Dombivili,SLOW
CR_0602,CR,5:58 pm,Mumbai CSMT,Thane,SLOW
CR_0603,CR,6:04 pm,Mumbai CSMT,Thane,SLOW
CR_0604,CR,6:10 pm,Mumbai CSMT,Thane,FAST
CR_0605,CR,6:14 pm,Mumbai CSMT,Thane,SLOW
CR_0606,CR,6:22 pm,Mumbai CSMT,Dombivili,SLOW
CR_0607,CR,6:30 pm,Mumbai CSMT,Thane,SLOW
CR_0608,CR,6:42 pm,Mumbai CSMT,Thane,SLOW
CR_0609,CR,6:46 pm,Mumbai CSMT,Dombivili,SLOW
CR_0610,CR,6:57 pm,Mumbai CSMT,Thane,SLOW
CR_0611,CR,7:04 pm,Mumbai CSMT,Thane,FAST
CR_0612,CR,7:05 pm,Mumbai CSMT,Dombivili,SLOW
CR_0613,CR,7:22 pm,Mumbai CSMT,Thane,SLOW
CR_0614,CR,7:35 pm,Mumbai CSMT,Thane,SLOW
CR_0615,CR,7:50 pm,Mumbai CSMT,Thane,SLOW
CR_0616,CR,8:00 pm,Mumbai CSMT,Dombivili,SLOW
CR_0617,CR,8:17 pm,Mumbai CSMT,Thane,SLOW
CR_0618,CR,8:26 pm,Mumbai CSMT,Dombivili,SLOW
CR_0619,CR,8:30 pm,Mumbai CSMT,Thane,FAST
CR_0620,CR,8:37 pm,Mumbai CSMT,Thane,SLOW
CR_0621,CR,8:49 pm,Mumbai CSMT,Dombivili,SLOW
CR_0622,CR,9:05 pm,Mumbai CSMT,Thane,SLOW
CR_0623,CR,9:18 pm,Mumbai CSMT,Dombivili,SLOW
CR_0624,CR,10:09 pm,Mumbai CSMT,Thane,SLOW
CR_0625,CR,10:39 pm,Mumbai CSMT,Thane,SLOW
CR_0626,CR,10:47 pm,Mumbai CSMT,Thane,SLOW
CR_0627,CR,10:58 pm,Mumbai CSMT,Thane,SLOW
CR_0628,CR,11:12 pm,Mumbai CSMT,Thane,SLOW
CR_0629,CR,11:35 pm,Mumbai CSMT,Thane,SLOW
CR_0630,CR,11:59 pm,Mumbai CSMT,Thane,SLOW
CR_0631,CR,4:01 am,Karjat,Mumbai Cst,SLOW
CR_0632,CR,4:05 am,Thane,Mumbai Cst,SLOW
CR_0633,CR,4:19 am,Thane,Mumbai Cst,SLOW
CR_0634,CR,4:29 am,Ambernath,Mumbai Cst,SLOW
CR_0635,CR,4:39 am,Thane,Mumbai Cst,SLOW
CR_0636,CR,4:47 am,Titwala,Mumbai Cst,SLOW
CR_0637,CR,4:55 am,Ambernath,Mumbai Cst,SLOW
CR_0638,CR,5:03 am,Karjat,Mumbai Cst,SLOW
CR_0639,CR,5:08 am,Thane,Mumbai Cst,FAST
CR_0640,CR,5:11 am,Kalyan,Mumbai Cst,SLOW
CR_0641,CR,5:19 am,Thane,Mumbai Cst,SLOW
CR_0642,CR,5:23 am,Titwala,Mumbai Cst,SLOW
CR_0643,CR,5:31 am,Thane,Mumbai Cst,SLOW
CR_0644,CR,5:35 am,Ambernath,Mumbai Cst,SLOW
CR_0645,CR,5:42 am,Thane,Mumbai Cst,SLOW
CR_0646,CR,5:46 am,Thane,Mumbai Cst,SLOW
CR_0647,CR,5:51 am,Ambernath,Mumbai Cst,SLOW
CR_0648,CR,5:55 am,Karjat,Mumbai Cst,SLOW
CR_0649,CR,5:57 am,Karjat,Mumbai Cst,FAST
CR_0650,CR,5:59 am,Thane,Mumbai Cst,SLOW
CR_0651,CR,6:03 am,Kasara,Mumbai Cst,SLOW
CR_0652,CR,6:10 am,Thane,Mumbai Cst,SLOW
CR_0653,CR,6:15 am,Kalyan,Mumbai Cst,SLOW
CR_0654,CR,6:18 am,Thane,Mumbai Cst,SLOW
CR_0655,CR,6:22 am,Dombivili,Mumbai Cst,SLOW
CR_0656,CR,6:25 am,Titwala,Mumbai Cst,SLOW
CR_0657,CR,6:29 am,Karjat,Mumbai Cst,FAST
CR_0658,CR,6:31 am,Badlapur,Mumbai Cst,SLOW
CR_0659,CR,6:35 am,Kalyan,Mumbai Cst,SLOW
CR_0660,CR,6:39 am,Asangaon,Mumbai Cst,SLOW
CR_0661,CR,6:44 am,Kalyan,Mumbai Cst,SLOW
CR_0662,CR,6:51 am,Thane,Mumbai Cst,SLOW
CR_0663,CR,6:55 am,Ambernath,Mumbai Cst,SLOW
CR_0664,CR,6:59 am,Titwala,Mumbai Cst,SLOW
CR_0665,CR,7:03 am,Karjat,Mumbai Cst,FAST
CR_0666,CR,7:03 am,Badlapur,Mumbai Cst,SLOW
CR_0667,CR,7:07 am,Thane,Mumbai Cst,SLOW
CR_0668,CR,7:15 am,Asangaon,Mumbai Cst,SLOW
CR_0669,CR,7:19 am,Kalyan,Mumbai Cst,SLOW
CR_0670,CR,7:23 am,Thane,Mumbai Cst,SLOW
CR_0671,CR,7:32 am,Titwala,Mumbai Cst,SLOW
CR_0672,CR,7:33 am,Kalyan,Mumbai Cst,FAST
CR_0673,CR,7:36 am,Badlapur,Mumbai Cst,SLOW
CR_0674,CR,7:37 am,Badlapur,Mumbai Cst,FAST
CR_0675,CR,7:40 am,Kasara,Mumbai Cst,FAST
CR_0676,CR,7:40 am,Thane,Mumbai Cst,SLOW
CR_0677,CR,7:43 am,Karjat,Mumbai Cst,FAST
CR_0678,CR,7:44 am,Kalyan,Mumbai Cst,SLOW
CR_0679,CR,7:48 am,Ambernath,Mumbai Cst,FAST
CR_0680,CR,7:48 am,Kalyan,Mumbai Cst,SLOW
CR_0681,CR,7:52 am,Khopoli,Mumbai Cst,FAST
CR_0682,CR,7:52 am,Dombivili,Mumbai Cst,SLOW
CR_0683,CR,7:55 am,Thane,Mumbai Cst,SLOW
CR_0684,CR,7:59 am,Titwala,Mumbai Cst,FAST
CR_0685,CR,8:00 am,Thane,Mumbai Cst,SLOW
CR_0686,CR,8:02 am,Thane,Mumbai Cst,FAST
CR_0687,CR,8:06 am,Kalyan,Mumbai Cst,SLOW
CR_0688,CR,8:07 am,Ambernath,Mumbai Cst,FAST
CR_0689,CR,8:10 am,Dombivili,Mumbai Cst,SLOW
CR_0690,CR,8:11 am,Karjat,Mumbai Cst,FAST
CR_0691,CR,8:15 am,Kasara,Mumbai Cst,FAST
CR_0692,CR,8:17 am,Thane,Mumbai Cst,SLOW
CR_0693,CR,8:18 am,Kalyan,Mumbai Cst,MEDIUM
CR_0694,CR,8:22 am,Ambernath,Mumbai Cst,FAST
CR_0695,CR,8:22 am,Kalyan,Mumbai Cst,SLOW
CR_0696,CR,8:24 am,Thane,Mumbai Cst,SLOW
CR_0697,CR,8:25 am,Thane,Mumbai Cst,FAST
CR_0698,CR,8:28 am,Karjat,Mumbai Cst,FAST
CR_0699,CR,8:30 am,Kalyan,Mumbai Cst,SLOW
CR_0700,CR,8:32 am,Asangaon,Mumbai Cst,FAST
CR_0701,CR,8:34 am,Kalyan,Mumbai Cst,SLOW
CR_0702,CR,8:37 am,Thane,Mumbai Cst,SLOW
CR_0703,CR,8:38 am,Dombivili,Mumbai Cst,MEDIUM
CR_0704,CR,8:42 am,Titwala,Mumbai Cst,SLOW
CR_0705,CR,8:43 am,Ambernath,Mumbai Cst,FAST
CR_0706,CR,8:46 am,Kalyan,Mumbai Cst,MEDIUM
CR_0707,CR,8:49 am,Thane,Mumbai Cst,SLOW
CR_0708,CR,8:50 am,Badlapur,Mumbai Cst,FAST
CR_0709,CR,8:53 am,Kasara,Mumbai Cst,FAST
CR_0710,CR,8:57 am,Kalyan,Mumbai Cst,FAST
CR_0711,CR,9:00 am,Ambernath,Mumbai Cst,FAST
CR_0712,CR,9:01 am,Thane,Mumbai Cst,SLOW
CR_0713,CR,9:04 am,Karjat,Mumbai Cst,FAST
CR_0714,CR,9:06 am,Dombivili,Mumbai Cst,SLOW
CR_0715,CR,9:13 am,Kalyan,Mumbai Cst,MEDIUM
CR_0716,CR,9:13 am,Thane,Mumbai Cst,SLOW
CR_0717,CR,9:16 am,Ambernath,Mumbai Cst,FAST
CR_0718,CR,9:17 am,Titwala,Mumbai Cst,SLOW
CR_0719,CR,9:19 am,Thane,Mumbai Cst,FAST
CR_0720,CR,9:20 am,Thane,Mumbai Cst,SLOW
CR_0721,CR,9:24 am,Kalyan,Mumbai Cst,MEDIUM
CR_0722,CR,9:28 am,Dombivili,Mumbai Cst,SLOW
CR_0723,CR,9:29 am,Asangaon,Mumbai Cst,FAST
CR_0724,CR,9:31 am,Thane,Mumbai Cst,SLOW
CR_0725,CR,9:32 am,Kalyan,Mumbai Cst,MEDIUM
CR_0726,CR,9:36 am,Karjat,Mumbai Cst,FAST
CR_0727,CR,9:39 am,Thane,Mumbai Cst,SLOW
CR_0728,CR,9:43 am,Badlapur,Mumbai Cst,SLOW
CR_0729,CR,9:50 am,Thane,Mumbai Cst,SLOW
CR_0730,CR,9:51 am,Titwala,Mumbai Cst,MEDIUM
CR_0731,CR,9:53 am,Thane,Mumbai Cst,SLOW
CR_0732,CR,9:54 am,Thane,Mumbai Cst,FAST
